id,requirement,defect,weak_word
890,With the aid of a radar HF simulation in an early state of development the performance of the packaging is to be proven with a digital prototype.,defect,early
891,- Detection of entering and leaving The estimated vehicle path very early.,defect,early
892,The probability threshold for an azimuthal side lobe detection may be higher than for the determination of the signal DTR_Obj_X_LongFusion_Qual / DTR_Obj_X_LongFunc_Qual to enable a pedestrian detection in connection with camera fusion at an early stage.,defect,early
893,The end of line alignment as described in ``End of Line Alignment'' (FBR-2644) shall also be developed for safe launch purpose and to secure alignment in an early stage of the component development.,defect,early
894,"The contractor shall start environmental qualification that early in time schedule, that all tests are finished and a complete qualification report is available for PPF Sample.",defect,early
895,Because ``Design For Test'' is the basis for the automation of other test cases it is required that this part of the SW is available as early as possible.,defect,early
896,Note: Exceptions shall be announced by the supplier on early notice and shall be tracked using a deviation tracking sheet.,defect,early
897,The active thermo-management shall avoid an uncontrolled shutdown of the system at an early stage.,defect,early
898,Therefore supplier shall carry out an active run-in representing the state of the art for the detection of early defects.,defect,early
899,It is possible that an optimization or modification of geometry and mounting concept is necessary in early developement phase.,defect,early
900,"to start an early conceptual design of component requested by OEM, to check its capabilities to provide a quotation to OEM to give an early presentation of the potential technological solutions, to give an indication of features and innovations not yet considered by OEM, to make proposals how a cost-effective solution could be realized",defect,early
901,"If the required ASIL level for security requirements of the contractor cannot be implemented, the contractor must notify the client at an early stage.",defect,early
902,SPCRSoc12 is equal to or greater than mileage for earlier event.,defect,early
903,The supplier will prepare test drives at least at a level comparable to test drives for earlier model series.,defect,early
904,Therefor the telematics system will be developed with the target of consuming less energy and being less heavy compared with earlier systems.,defect,early
905,The aim of the numerical simulations is to improve the quality of the system already in early states.,defect,early
906,The central gateway serves as CAN-CAN gateway and provides vehicle and diagnostic information over CAN and diagnostics information over Fast Ethernet to the HU.,ok,fast
907,The access to the system for diagnosis and software download purposes is realized by a Fast Ethernet link to the system.,ok,fast
908,The access to the system for diagnosis and software download purposes is realized by a Fast Ethernet link to the system as defined in [RD2181].,ok,fast
909,The software download access to the vehicle is realized by a Fast Ethernet link.,ok,fast
910,FIPC Fast Inter Processor Communication,ok,fast
911,GFDI General Fast Discrete Input,ok,fast
912,"The component is fully or partially updatable during development stage, production, and in service via Fast Ethernet.",ok,fast
913,The signal has to signalize (signal state 1 equal ACPT) that an object fulfills the quality attributs of an object with longitudinally pronounced moving direction (codriving and oncoming traffic of all vehicle types incl. bicycles) as well as stopped or stationary obstacles for a fast functinal reaction exclusively after a fusion with a camera.,defect,fast
914,"The signal has to signalize (signal state 0 equal NACPT) that an object does not fulfill the requirements for an object with longitudinally pronounced moving direction (codriving and oncoming traffic) as well as stopped or stationary obstacles for a fast functional reaction exclusively after a fusion with a camera, i.",defect,fast
915,"The signal has to signalize (signal state 0 equal NACPT) that an object does not fulfill the requirements for a pedestrian (incl. pedestrian dummies, pedestrians with sports equipment or other equipment) independently of their moving state (moving, stationary) for a fast functional reaction exclusively after a fusion with a camera, i.",defect,fast
916,"3. Media Search Engine: The player application scans all available sources for supported media and stores the metadata from each file (e.g. cover art, title, artist, album, genre) in a central database, which allows fast browsing and searching of the available media.",defect,fast
917,After detection of tG the recharging thresholds of IP and IS have to be activated and realized as short as possible to assure fast follow-on ignitions.,defect,fast
918,This procedure is to guarantee that the energy management gets the duration since the contactors were opened in case of fast switch on sequences.,defect,fast
919,This causes a high battery charging current and the energy taken out during ignition off is recharged fast.,defect,fast
920,In certain critical states of the car (e.g. emergency braking or an accident) some convenience consumers can be switched off very fast to guarantee the safety functions.,defect,fast
921,"To prevent a very fast consumer deacitivation by the DLM when the windshield heater is turned on, there is a certain offset voltage which is allowed during the defrosting cycle.",defect,fast
